,SMILES,lambda_max_exp_nm,solvent,reference,description,mol_wt,abs_max_ev
1784,c1ccc2nc3cccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)c3cc2c1,359,hexane,DOI: 10.1021/acs.jpcc.8b07083,DBtag:6876,420.1626486,3.454
1785,c1ccc(N(c2ccccc2)c2ccc(-c3cccc4nc5ccccc5cc34)cc2)cc1,386,hexane,DOI: 10.1021/acs.jpcc.8b07083,DBtag:6885,422.1782987,3.212
1786,c1ccc(N2c3ccccc3Sc3cc(-c4cccc5nc6ccccc6cc45)ccc32)cc1,407,hexane,DOI: 10.1021/acs.jpcc.8b07083,DBtag:6895,452.1347196,3.046
1787,c1ccc(-n2c(-c3ccc(-c4ccc(-c5ccc(-c6nc7c8ccccc8c8ccccc8c7n6-c6ccccc6)cc5)cc4)cc3)nc3ccccc32)cc1,341,hexane,DOI: 10.1021/acsami.6b14638,DBtag:6920,714.2783471,3.636
1788,CCn1c2ccccc2c2cccc(N(c3ccccc3)c3ccccc3)c21,353,dichloromethane,DOI: 10.1021/acsami.7b18044,DBtag:6958,362.1782987,3.512
1789,CCn1c2ccccc2c2c(N(c3ccccc3)c3ccccc3)cccc21,357,dichloromethane,DOI: 10.1021/acsami.7b18044,DBtag:6959,362.1782987,3.473
1790,CC(C)(C)c1ccc(-n2c(-c3ccc(-c4cc(-c5ccccc5)c5c(c4-c4ccccc4)-c4cccc6cccc-5c46)cc3)nc3c4ccccc4c4ccccc4c32)cc1,367,tetrahydrofuran,http://dx.doi.org/10.1021/cm4030414,DBtag:6962,778.3347993,3.378
1791,c1ccc2c(c1)oc1nc3oc4ccc(-n5c6ccccc6c6ccccc65)cc4c3cc12,346,chloroform,DOI: 10.1021/acs.joc.8b01451,DBtag:6966,424.1211778,3.583
1792,c1ccc2c(c1)oc1nc3oc4ccc(-n5c6ccccc6c6cc(-n7c8ccccc8c8ccccc87)ccc65)cc4c3cc12,354,chloroform,DOI: 10.1021/acs.joc.8b01451,DBtag:6967,589.179027,3.502
1793,CC(C)(C)c1ccc2oc3nc4oc5ccc(-n6c7ccccc7c7ccccc76)cc5c4cc3c2c1,348,chloroform,DOI: 10.1021/acs.joc.8b01451,DBtag:6968,480.183778,3.563
1794,CC(C)(C)c1ccc2oc3nc4oc5ccc(-n6c7ccccc7c7cc(-n8c9ccccc9c9ccccc98)ccc76)cc5c4cc3c2c1,348,chloroform,DOI: 10.1021/acs.joc.8b01451,DBtag:6969,645.2416272,3.563
1795,CC(C)(C)c1ccc2oc3nc4oc5ccc(-n6c7ccc(C(C)(C)C)cc7c7cc(C(C)(C)C)ccc76)cc5c4cc3c2c1,346,chloroform,DOI: 10.1021/acs.joc.8b01451,DBtag:6970,592.3089785,3.583
1796,CC(C)(C)c1ccc2oc3nc4oc5ccc(N6c7ccccc7Oc7ccccc76)cc5c4cc3c2c1,347,chloroform,DOI: 10.1021/acs.joc.8b01451,DBtag:6971,496.1786926,3.573
1797,CC(C)(C)c1ccc2oc3nc4oc5ccc(N6c7ccccc7Sc7ccccc76)cc5c4cc3c2c1,348,chloroform,DOI: 10.1021/acs.joc.8b01451,DBtag:6972,512.155849,3.563
1798,CC(C)(C)c1ccc2oc3nc4oc5ccc(-n6c7ccccc7c(=O)c7ccccc76)cc5c4cc3c2c1,396,chloroform,DOI: 10.1021/acs.joc.8b01451,DBtag:6973,508.1786926,3.131
1799,CC(C)(C)c1ccc2oc3nc4oc5ccc(N(c6ccccc6)c6ccccc6)cc5c4cc3c2c1,342,chloroform,DOI: 10.1021/acs.joc.8b01451,DBtag:6974,482.1994281,3.625
1800,CC(C)(C)c1ccc2oc3nc4oc5cc(-n6c7ccccc7c7ccccc76)ccc5c4cc3c2c1,347,chloroform,DOI: 10.1021/acs.joc.8b01451,DBtag:6975,480.183778,3.573
1801,CC(C)(C)c1ccc2c(c1)oc1nc3oc4ccc(-n5c6ccccc6c6ccccc65)cc4c3cc12,350,chloroform,DOI: 10.1021/acs.joc.8b01451,DBtag:6976,480.183778,3.542
1802,CC(C)(C)c1cccc2c1oc1nc3oc4ccc(-n5c6ccccc6c6ccccc65)cc4c3cc12,348,chloroform,DOI: 10.1021/acs.joc.8b01451,DBtag:6977,480.183778,3.563
1803,CC(C)(C)c1cccc2c1oc1nc3oc4cc(-n5c6ccccc6c6ccccc65)ccc4c3cc12,355,chloroform,DOI: 10.1021/acs.joc.8b01451,DBtag:6978,480.183778,3.493
1804,FC(F)(F)c1ccc2oc3nc4oc5ccc(-n6c7ccccc7c7ccccc76)cc5c4cc3c2c1,342,chloroform,DOI: 10.1021/acs.joc.8b01451,DBtag:6979,492.1085624,3.625
1805,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc2oc3nc4oc5ccc(C(F)(F)F)cc5c4cc3c2c1,345,chloroform,DOI: 10.1021/acs.joc.8b01451,DBtag:6980,604.2337629,3.594
1806,FC(F)(F)c1ccc2oc3nc4oc5ccc(N6c7ccccc7Oc7ccccc76)cc5c4cc3c2c1,344,chloroform,DOI: 10.1021/acs.joc.8b01451,DBtag:6981,508.103477,3.604
1807,FC(F)(F)c1ccc2oc3nc4oc5ccc(N(c6ccccc6)c6ccccc6)cc5c4cc3c2c1,345,chloroform,DOI: 10.1021/acs.joc.8b01451,DBtag:6982,494.1242124,3.594
1808,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc2oc3nc4oc5cc(C(F)(F)F)ccc5c4cc3c2c1,346,chloroform,DOI: 10.1021/acs.joc.8b01451,DBtag:6983,604.2337629,3.583
1809,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)nc2-n2c3ccccc3c3ccccc32)nn1,335,acetonitrile,DOI: 10.1021/acsami.7b04859,DBtag:7009,652.2375449,3.701
1810,Cc1cccc(-c2c3ccccc3c(-c3cccc(C)n3)c3ccccc23)n1,393,dichloromethane,DOI: 10.1021/jacs.7b11062,DBtag:7015,360.1626486,3.155
1811,Cc1cccc(-c2c3ccccc3cc3ccccc23)n1,385,dichloromethane,DOI: 10.1021/jacs.7b11062,DBtag:7016,269.1204495,3.22
1812,Cc1cccc2[n+]1[B-](c1ccccc1)(c1ccccc1)c1cccc3c4c5c(cccc5c-2c13)[B-](c1ccccc1)(c1ccccc1)[n+]1c(C)cccc1-4,542,dichloromethane,DOI: 10.1021/jacs.7b11062,DBtag:7017,688.32211,2.288
1813,CC[B-]1(CC)c2cccc3c4c5c(cccc5c(c23)-c2cccc(C)[n+]21)[B-](CC)(CC)[n+]1c(C)cccc1-4,538,dichloromethane,DOI: 10.1021/jacs.7b11062,DBtag:7018,496.32211,2.305
1814,CC[B-]1(CC)c2cccc3cc4ccccc4c(c23)-c2cccc(C)[n+]21,453,dichloromethane,DOI: 10.1021/jacs.7b11062,DBtag:7019,337.2001802,2.737
1815,CCCCCCN1C(=O)C(c2ccc(-n3c4ccccc4c4ccccc43)cc2)=C(c2ccc(-n3c4ccccc4c4ccccc43)cc2)C1=O,421,chloroform,DOI: 10.1021/acsami.7b11025,DBtag:7022,663.2885774,2.945
1816,CCCCCCN1C(=O)c2cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)c(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2C1=O,347,chloroform,DOI: 10.1021/acsami.7b11025,DBtag:7024,713.3042275,3.573
1817,CCCCC(CC)CN1C(=O)c2cccc3c(C#Cc4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc(c23)C1=O,450,chloroform,DOI: 10.1021/acs.jpcc.5b10163,DBtag:7085,576.2776784,2.755
1818,O=[N+]([O-])c1ccc([N+]2=Cc3ccc4ccccc4c3O[B-]2(F)F)cc1,430,dichloromethane,DOI: 10.1021/jacs.7b01574,DBtag:7101,340.0830791,2.883
1819,O=[N+]([O-])c1ccc([N+]2=CC3=C(O[B-]2(F)F)c2ccccc2SC3)cc1,440,dichloromethane,DOI: 10.1021/jacs.7b01574,DBtag:7102,360.0551501,2.818
1820,c1ccc(N(c2ccccc2)c2ccc3ccc4c(N(c5ccccc5)c5ccccc5)ccc5ccc2c3c54)cc1,426,toluene,DOI: 10.1021/acsami.8b09013,DBtag:7103,536.2252489,2.91
1821,Cc1ccccc1N(c1ccccc1C)c1ccc2ccc3c(N(c4ccccc4C)c4ccccc4C)ccc4ccc1c2c43,425,toluene,DOI: 10.1021/acsami.8b09013,DBtag:7104,592.2878492,2.917
1822,Cc1ccccc1N(c1ccc(C(C)(C)C)cc1)c1ccc2ccc3c(N(c4ccc(C(C)(C)C)cc4)c4ccccc4C)ccc4ccc1c2c43,432,toluene,DOI: 10.1021/acsami.8b09013,DBtag:7105,676.3817495,2.87
1823,Cc1ccc(N(c2cc(C(C)(C)C)ccc2C)c2ccc3ccc4c(N(c5ccc(C)cc5C)c5cc(C(C)(C)C)ccc5C)ccc5ccc2c3c54)c(C)c1,431,toluene,DOI: 10.1021/acsami.8b09013,DBtag:7106,732.4443498,2.877
1824,c1ccc(C2CCN3COc4c5ccccc5c5c6c7c(c2c3c46)C(c2ccccc2)CCN7CO5)cc1,408,dimethylsulfoxide,DOI: 10.1021/jp511264r,DBtag:7121,496.2150781,3.039
1825,C(=C/c1cc(/C=C/c2ccccc2)cc(/C=C/c2ccccc2)c1)\c1ccccc1,317,dichloromethane,DOI: 10.1021/acs.jpcc.8b12248,DBtag:7133,384.1878008,3.911
1826,C(=C/c1nc(/C=C/c2ccccc2)nc(/C=C/c2ccccc2)n1)\c1ccccc1,327,dichloromethane,DOI: 10.1021/acs.jpcc.8b12248,DBtag:7134,387.1735477,3.792
1827,OB1c2ccccc2Nc2ccccc21,366,dichloromethane,DOI: 10.1021/acs.orglett.9b00278,DBtag:7135,195.0855443,3.388
1828,ClB1c2ccccc2Nc2ccccc21,366,dichloromethane,DOI: 10.1021/acs.orglett.9b00278,DBtag:7136,213.0516574,3.388
1829,Clc1cc(Cl)c(B2c3ccccc3Nc3ccccc32)c(Cl)c1,396,dichloromethane,DOI: 10.1021/acs.orglett.9b00278,DBtag:7137,357.0050128,3.131
1830,FC(F)(F)c1ccccc1B1c2ccccc2Nc2ccccc21,386,dichloromethane,DOI: 10.1021/acs.orglett.9b00278,DBtag:7138,323.1093145,3.212
1831,FC(F)(F)c1ccc(B2c3ccccc3Nc3ccccc32)c(C(F)(F)F)c1,388,dichloromethane,DOI: 10.1021/acs.orglett.9b00278,DBtag:7139,391.0966991,3.195
1832,c1ccc2c(c1)Nc1ccccc1B2c1c2ccccc2cc2ccccc12,394,dichloromethane,DOI: 10.1021/acs.orglett.9b00278,DBtag:7140,355.15323,3.147
1833,CCB1c2ccccc2Nc2ccccc21,381,dichloromethane,DOI: 10.1021/acs.orglett.9b00278,DBtag:7141,207.1219298,3.254
1834,CCCCN1c2ccccc2B(c2ccccc2C(F)(F)F)c2ccccc21,386,dichloromethane,DOI: 10.1021/acs.orglett.9b00278,DBtag:7142,379.1719147,3.212
1835,FC(F)(F)c1ccccc1B1c2ccccc2N(c2ccccc2)c2ccccc21,389,dichloromethane,DOI: 10.1021/acs.orglett.9b00278,DBtag:7143,399.1406146,3.187
1836,c1cc2ccc3cc4cccc5ccc6cc(c1)c2c3c6c54,433,dichloromethane,10.1021/jp052337z,DBtag:7146,276.0939004,2.863
1837,c1ccc(-c2cc3cc4cccc5c(-c6ccccc6)cc6cc7cccc2c7c3c6c45)cc1,439,dichloromethane,10.1021/jp052337z,DBtag:7147,428.1565006,2.824
1838,c1ccc(-c2cc3c(-c4ccccc4)c4cccc5c(-c6ccccc6)cc6c(-c7ccccc7)c7cccc2c7c3c6c54)cc1,454,dichloromethane,10.1021/jp052337z,DBtag:7148,580.2191009,2.731
1839,CC(C)(C)c1ccc(-c2c3cccc4c(-c5ccccc5)cc5c(-c6ccc(C(C)(C)C)cc6)c6cccc7c(-c8ccccc8)cc2c(c76)c5c43)cc1,454,dichloromethane,10.1021/jp052337z,DBtag:7149,692.3443014,2.731
1840,Cc1ccccc1-c1c2cccc3c(-c4ccc(C(C)(C)C)cc4)cc4c(-c5ccccc5C)c5cccc6c(-c7ccc(C(C)(C)C)cc7)cc1c(c65)c4c32,447,dichloromethane,10.1021/jp052337z,DBtag:7151,720.3756015,2.774
1841,CC(=O)c1c2c(cc3ccc(N(C)C)cc13)CCC2,377,dimethylsulfoxide,http://dx.doi.org/10.1021/ja3055029,DBtag:7221,253.1466642,3.289
1842,CC(=O)c1c2c(cc3cc(N(C)C)ccc13)CCC2,374,dimethylsulfoxide,http://dx.doi.org/10.1021/ja3055029,DBtag:7230,253.1466642,3.315
1843,CC(=O)c1c2c(cc3c(N(C)C)cccc13)CCC2,334,dimethylsulfoxide,http://dx.doi.org/10.1021/ja3055029,DBtag:7239,253.1466642,3.712
1844,COc1ccc2ncccc2c1,329,acetonitrile,10.1021/jp901867h,DBtag:7255,159.0684139,3.769
1845,Oc1ccc2ncccc2c1,331,acetonitrile,10.1021/jp901867h,DBtag:7259,145.0527638,3.746
1846,C#CC1CN2CCC1CC2[C@@H](O)c1ccnc2ccc(OC)cc12,332,acetonitrile,10.1021/jp901867h,DBtag:7265,322.1681279,3.734
1847,C=CC1CN2CCC1CC2[C@@H](OCc1ccccc1)c1ccnc2ccc(O)cc12,335,acetonitrile,10.1021/jp901867h,DBtag:7270,400.2150781,3.701
1848,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,446,acetonitrile,10.1021/jp051035u,DBtag:7279,327.1007767,2.78
1849,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,402,acetonitrile,10.1021/jp051035u,DBtag:7288,325.0851266,3.084
1850,CCCCCCCCCCn1cc(C2=C(c3cn(CCCCCCCCCC)c4ccccc34)C(=O)N(C)C2=O)c2ccccc21,470,acetonitrile,10.1021/jp051035u,DBtag:7298,621.429428,2.638
1851,CN(C)c1ccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)cc1,466,chloroform,DOI: 10.1021/jo502244j,DBtag:7299,338.1402,2.661
1852,COc1ccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)cc1,410.5,chloroform,DOI: 10.1021/jo502244j,DBtag:7300,325.1085655,3.02
1853,Cc1ccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)cc1,404,chloroform,DOI: 10.1021/jo502244j,DBtag:7301,309.1136509,3.069
1854,Cc1cccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)c1,401.5,chloroform,DOI: 10.1021/jo502244j,DBtag:7302,309.1136509,3.088
1855,F[B-]1(F)OC(c2ccccc2)=Cc2c3ccccc3cc[n+]21,400,chloroform,DOI: 10.1021/jo502244j,DBtag:7303,295.0980008,3.1
1856,F[B-]1(F)OC(c2ccc(C(F)(F)F)cc2)=Cc2c3ccccc3cc[n+]21,398.5,chloroform,DOI: 10.1021/jo502244j,DBtag:7306,363.0853855,3.111
1857,c1ccc(-c2c3c(c(-c4ccccc4)c4cc5ccccc5cc24)Cc2c(c(-c4ccccc4)c4cc5ccccc5cc4c2-c2ccccc2)C3)cc1,392,dichloromethane,10.1021/jo0601314,DBtag:7307,684.2817012,3.163
1858,CC(C)(C)c1ccc(-c2c3c(c(-c4ccccc4)c4cc5ccccc5cc24)Cc2c(c(-c4ccccc4)c4cc5ccccc5cc4c2-c2ccc(C(C)(C)C)cc2)C3)cc1,392,dichloromethane,10.1021/jo0601314,DBtag:7308,796.4069017,3.163
1859,CC(C)(C)c1ccc(C(C)(C)C)c(N2C(=O)c3cccc4c(-c5ccc(-c6ccccc6)s5)ccc(c34)C2=O)c1,405,dimethylsulfoxide,http://dx.doi.org/10.1021/jp502535n,DBtag:7315,543.2232003,3.061
1860,CC(C)(C)c1ccc(C(C)(C)C)c(N2C(=O)c3cccc4c(-c5ccc(-c6ccc([N+](=O)[O-])cc6)s5)ccc(c34)C2=O)c1,400,dimethylsulfoxide,http://dx.doi.org/10.1021/jp502535n,DBtag:7318,588.2082785,3.1
1861,CC(C)(C)c1ccc(C(C)(C)C)c(N2C(=O)c3cccc4c(-c5ccc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)s5)ccc(c34)C2=O)c1,445,dimethylsulfoxide,http://dx.doi.org/10.1021/jp502535n,DBtag:7321,710.2966996,2.786
1862,c1cc2ccc1-c1ccc(cc1)-c1ccc(s1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc(s1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc-2s1,346,tetrahydrofuran,DOI: 10.1021/acs.joc.9b00207,DBtag:7323,702.150964,3.583
1863,COC(=O)c1ccccc1C#Cc1ccccc1NC(C)=O,334,dichloromethane,DOI: 10.1021/acs.orglett.5b03205,DBtag:7328,293.1051933,3.712
1864,COC(=O)c1cccc2c1C#Cc1c(N)cccc1OCCCO2,363,dichloromethane,DOI: 10.1021/acs.orglett.5b03205,DBtag:7329,323.115758,3.416
1865,COC(=O)c1cccc2c1C#Cc1c(NC(C)=O)cccc1OCCCO2,341,dichloromethane,DOI: 10.1021/acs.orglett.5b03205,DBtag:7330,365.1263227,3.636
1866,CNC(=O)[C@H](C)NC(=O)c1cccc2c1C#Cc1c(N)cccc1OCCCO2,345,dichloromethane,DOI: 10.1021/acs.orglett.5b03205,DBtag:7331,393.1688562,3.594
1867,CNC(=O)[C@H](C)NC(=O)c1cccc2c1C#Cc1c(NC(=O)[C@@H](NC(C)=O)C(C)C)cccc1OCCCO2,336,dichloromethane,DOI: 10.1021/acs.orglett.5b03205,DBtag:7332,534.2478348,3.69
1868,CC(=O)Nc1cccc2c1C#Cc1c(cccc1C(=O)N(C)C)OCCCO2,318,dichloromethane,DOI: 10.1021/acs.orglett.5b03205,DBtag:7333,378.1579572,3.899
1869,CCn1c2ccccc2c2cc3c(cc21)c1ccccc1n3CC,419,chloroform,10.1021/jp066143a,DBtag:7340,312.1626486,2.959
1870,CCC(CC)n1c2ccccc2c2cc3c(cc21)c1ccccc1n3C(CC)CC,419,chloroform,10.1021/jp066143a,DBtag:7341,396.256549,2.959
1871,CCc1cc(CC)cc(-n2c3ccccc3c3cc4c(cc32)c2ccccc2n4-c2cc(CC)cc(CC)c2)c1,410,chloroform,10.1021/jp066143a,DBtag:7342,520.2878492,3.024
1872,CCc1ccc(-n2c3ccccc3c3cc4c(cc32)c2ccccc2n4-c2ccc(CC)cc2)cc1,409,chloroform,10.1021/jp066143a,DBtag:7343,464.2252489,3.031
1873,CCc1ccc(-n2c3ccccc3c3cc4c(cc32)c2ccccc2n4-c2ccc(CC)s2)s1,398,chloroform,10.1021/jp066143a,DBtag:7344,476.1380908,3.115
1874,CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,402,carbon tetrachloride,DOI: 10.1021/acs.orglett.5b02680,DBtag:7345,276.1262631,3.084
1875,CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,421,dimethylformamide,DOI: 10.1021/acs.orglett.5b02680,DBtag:7365,310.0872908,2.945
1876,COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,421,dimethylformamide,DOI: 10.1021/acs.orglett.5b02680,DBtag:7379,306.1368278,2.945
1877,COc1ccc2c(=O)c3c([nH]c2c1)-c1cc(Cl)ccc1NC3(C)C,425,dimethylformamide,DOI: 10.1021/acs.orglett.5b02680,DBtag:7393,340.0978555,2.917
1878,CN(C)c1ccc(C2=Nc3sc4ccccc4[n+]3[B-](F)(F)O2)cc1,425,acetone,DOI: 10.1021/acs.joc.8b02098,DBtag:7404,345.0918699,2.917
1879,COc1ccc2c(c1)sc1[n+]2[B-](F)(F)OC(c2ccc(N(C)C)cc2)=N1,431,acetone,DOI: 10.1021/acs.joc.8b02098,DBtag:7409,375.1024346,2.877
1880,CN(C)c1ccc(C2=Nc3sc4cc(F)ccc4[n+]3[B-](F)(F)O2)cc1,426,acetone,DOI: 10.1021/acs.joc.8b02098,DBtag:7414,363.0824481,2.91
1881,CN(C)c1ccc(C2=Nc3sc4cc(Cl)ccc4[n+]3[B-](F)(F)O2)cc1,430,acetone,DOI: 10.1021/acs.joc.8b02098,DBtag:7419,379.0528976,2.883
1882,CN(C)c1ccc(C2=Nc3sc4cc(C(F)(F)F)ccc4[n+]3[B-](F)(F)O2)cc1,431,acetone,DOI: 10.1021/acs.joc.8b02098,DBtag:7424,413.0792545,2.877
1883,CN(C)c1ccc(C2=Nc3sc4c(F)c(F)c(F)c(F)c4[n+]3[B-](F)(F)O2)cc1,434,tetrahydrofuran,DOI: 10.1021/acs.joc.8b02098,DBtag:7428,417.0541827,2.857
1884,c1ccc(-c2pc3ccccc3s2)cc1,330,acetonitrile,http://dx.doi.org/10.1021/jo400947u,DBtag:7436,228.0162579,3.757
1885,COc1ccc(-c2pc3ccccc3s2)cc1,347,acetonitrile,http://dx.doi.org/10.1021/jo400947u,DBtag:7437,258.0268226,3.573
1886,FC(F)(F)c1ccc(-c2pc3ccccc3s2)cc1,331,acetonitrile,http://dx.doi.org/10.1021/jo400947u,DBtag:7439,296.0036425,3.746
1887,N#Cc1ccc(-c2pc3ccccc3s2)cc1,340,acetonitrile,http://dx.doi.org/10.1021/jo400947u,DBtag:7440,253.0115069,3.647
1888,N#Cc1cccc(-c2pc3ccccc3s2)c1,324,acetonitrile,http://dx.doi.org/10.1021/jo400947u,DBtag:7441,253.0115069,3.827
1889,CSC1=C2C=C(c3cc4n(c3)[B-](F)(F)[N+]3=CC=CC3=C4c3c(C)cc(C)cc3C)C(C)=[N+]2[B-](F)(F)n2c(C)ccc21,595,acetone,DOI: 10.1021/acs.joc.8b01429,DBtag:7445,574.2156916,2.084
1890,C#CCNC1=C2C=C(c3cc4n(c3)[B-](F)(F)[N+]3=CC=CC3=C4c3c(C)cc(C)cc3C)C(C)=[N+]2[B-](F)(F)n2c(C)ccc21,568,cyclohexane,DOI: 10.1021/acs.joc.8b01429,DBtag:7447,581.2545196,2.183
1891,CC1=[N+]2C(=C(Oc3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,582,cyclohexane,DOI: 10.1021/acs.joc.8b01429,DBtag:7449,620.2541853,2.13
1892,CC1=[N+]2C(=Cc3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,592.5,cyclohexane,DOI: 10.1021/acs.joc.8b01429,DBtag:7451,528.2279705,2.093
1893,CC1=[N+]2C(=C(c3ccc(C=O)cc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,604.5,cyclohexane,DOI: 10.1021/acs.joc.8b01429,DBtag:7453,632.2541853,2.051
1894,CC1=[N+]2C(=C(c3ccccc3C)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,595,cyclohexane,DOI: 10.1021/acs.joc.8b01429,DBtag:7457,618.2749207,2.084
1895,CC1=[N+]2C(=C(c3ccc(C(=O)c4ccccc4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,599,cyclohexane,DOI: 10.1021/acs.joc.8b01429,DBtag:7459,708.2854854,2.07
1896,CC1=[N+]2C(=C(c3ccc4c(c3)Cc3ccccc3-4)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,597.5,cyclohexane,DOI: 10.1021/acs.joc.8b01429,DBtag:7461,692.2905708,2.075
1897,CC1=[N+]2C(=C(c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,593,cyclohexane,DOI: 10.1021/acs.joc.8b01429,DBtag:7463,771.3327699,2.091
1898,CC1=[N+]2C(=C(c3cccs3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,608.5,cyclohexane,DOI: 10.1021/acs.joc.8b01429,DBtag:7465,610.2156916,2.038
1899,CC1=[N+]2C(=C(/C=C/c3ccc(C(F)(F)F)cc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,620,cyclohexane,DOI: 10.1021/acs.joc.8b01429,DBtag:7467,698.2623053,2
1900,CC1=[N+]2C(=C(NCc3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,568,cyclohexane,DOI: 10.1021/acs.joc.8b01429,DBtag:7469,633.2858197,2.183
1901,CC1=[N+]2C(=C(NC(C)c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,571,cyclohexane,DOI: 10.1021/acs.joc.8b01429,DBtag:7471,647.3014698,2.171
1902,CC1=[N+]2C(=C(Oc3ccc4c(c3)CC[C@@H]3[C@@H]4CC[C@]4(C)C(=O)CC[C@@H]34)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,579.5,cyclohexane,DOI: 10.1021/acs.joc.8b01429,DBtag:7473,796.3743004,2.139
1903,C#Cc1cccc2ccccc12,310,cyclohexane,DOI: 10.1021/acs.jpca.8b09689,DBtag:7477,152.0626003,3.999
1904,C#Cc1ccc2ccc3cccc4ccc1c2c34,357,cyclohexane,DOI: 10.1021/acs.jpca.8b09689,DBtag:7481,226.0782503,3.473
1905,C(C#Cc1ccc2ccc3cccc4ccc1c2c34)#Cc1cccc2ccccc12,409,cyclohexane,DOI: 10.1021/acs.jpca.8b09689,DBtag:7485,376.1252005,3.031
